Date,Indonesia,India,Korea,Thailand,South_Africa,Brazil,Philippines
23/9/2011,-66.671,-239.53,-588.1,-101.91,-156.66,-186.6189739,-6.1322
26/9/2011,-12.68,-202.92,-217.98,-98.45,-68.66,41.04115829,-19.4738
27/9/2011,4.739,18.04,163.63,19.36,-47.85,-35.04998889,0
28/9/2011,28.363,51.49,276.07,3.16,-17.67,6.494179953,-16.0898
29/9/2011,-23.454,0,98.87,-14.55,9.45,-98.05873025,-24.0249
30/9/2011,860.734,-63.43,183.09,69.56,228.52,223.1262136,11.0947
3/10/2011,-59.517,-158.3,0,12.71,89.05,241.2995161,-6.2071
4/10/2011,-50.996,-196.27,-396.18,14.34,28.01,-98.47390197,-26.5778
5/10/2011,-56.256,-197.04,-282.16,35.4,-40.7,-60.79232604,-14.4939
6/10/2011,4.424,0,122.58,31.6,-60.45,-88.8267447,-21.5242
7/10/2011,42.46,99.98,355.54,148.78,55.95,8.624731061,-1.588
11/10/2011,66.148,37.34,293.44,45.43,62.76,-110.6972529,17.1625
12/10/2011,65.435,131.83,-14.51,25.19,-94.47,0,3.157
13/10/2011,106.217,135.81,363.9,97.96,160.34,58.045859,11.3912
14/10/2011,-19.104,-16.98,-43.77,21.88,-78.42,35.22680175,12.0669
17/10/2011,18.542,81.3,159.67,78.81,49.36,-78.87096774,-0.7846
18/10/2011,-3.73,-50.71,62.05,4.13,-39.32,-42.47968397,5.9059
19/10/2011,23.861,3.53,-42.99,29.35,-5.36,-46.29431818,5.589
20/10/2011,-21.76,-86.69,-129.41,-4.05,-53.9,17.97441365,2.0718
21/10/2011,-33.83,-35.59,-251.53,37.17,-89.42,88.30833193,1.8808
24/10/2011,45.843,29.43,173.24,0,12.25,38.53636568,2.8286
25/10/2011,21.687,91.52,293.48,194.27,79.31,123.1714546,0.3866
26/10/2011,25.957,0,-99.8,34.23,-30.09,26.49926145,2.9672
27/10/2011,66.184,0,146.17,39.36,-19.07,175.0817022,12.7748
28/10/2011,92.817,483.47,384.3,119.72,77.4,159.474738,23.6273
31/10/2011,-0.164,98.5,77.69,36.68,-11,-0.900420591,0
1/11/2011,-6.598,6.82,134.75,50.57,-65.74,-242.0363387,0
2/11/2011,-18.211,39.4,-334.91,-73.03,7.36,0,14.3545
3/11/2011,86.337,15.77,-62.6,-21.1,9.2,-7.872697788,14.6394
4/11/2011,68.572,43.99,81.49,20.85,34.02,86.01056803,8.3238
7/11/2011,39.835,0,129.36,3.5,11.28,40.20115435,0
8/11/2011,-15.399,101.95,-3.04,-43.35,-10.78,-62.84658147,3.0923
9/11/2011,93.559,84.71,-242.33,-36.94,34.13,136.0475076,6.6055
10/11/2011,-122.919,0,-504.3,-43.7,-65.01,-8.926502329,3.8932
14/11/2011,30.727,43.1,89.76,51.22,36.02,33.2048739,11.5849
15/11/2011,0.481,-74.59,-102.07,54.58,31.52,0,13.2429
16/11/2011,-69.005,-90.77,82.51,-79.6,1.8,29.39666817,19.4887
17/11/2011,260.002,-31.69,-281.99,-28.83,16.02,94.21867087,9.9655
18/11/2011,-44.712,-147.11,-380.43,-60.29,-71.78,-99.3058299,-9.543
21/11/2011,-59.938,-116.24,-268.35,-51.21,-13.84,-64.95874176,4.2092
22/11/2011,46.042,-163.59,-270,-29.94,-64.78,-74.88070855,4.5939
23/11/2011,-37.517,-205.51,-403.97,-40.53,-6.17,-23.57630979,-0.7796
25/11/2011,57.462,-144.91,-321.39,-33.69,-22.36,-27.95013997,-10.746
28/11/2011,-61.03,-42.45,-171.16,-24.56,-56.81,-12.05830151,-6.5488
29/11/2011,27.321,-35,362.81,16.91,90.84,-4.209501136,-27.9385
30/11/2011,26.262,26.8,307.9,25.43,315.68,396.4694836,0
1/12/2011,69.104,175.17,554.89,54.73,-105.16,266.5439331,46.5556
2/12/2011,-0.043,138.65,89.2,64.61,2.75,191.8168059,13.8577
5/12/2011,31.945,41.23,-66.84,0,-56.02,79.9040727,2.3302
6/12/2011,32.65,0,-168.73,100.01,-35.74,-189.9966497,7.5802
7/12/2011,173.661,15.43,-27.74,42.07,-50.69,-147.5262836,11.4659
8/12/2011,21.858,37.77,175.83,61.62,21.1,-114.6077939,14.1655
9/12/2011,-27.582,-55.94,-393.87,-19.48,86.79,-4.716981132,29.6985
12/12/2011,-20.525,-60.85,2.4,0,42.74,-496.8926709,4.7057
13/12/2011,-87.455,-91.66,-202.76,-46.49,14.22,-341.8178855,-0.1859
14/12/2011,-9.788,-10.41,-326.69,-24.63,43.28,-498.4778893,-1.5579
15/12/2011,-73.731,-41.78,-253.97,-67.78,-135.88,-200.9556571,28.2569
16/12/2011,33.691,-28.33,42.48,-20.74,0,-29.93553979,5.7821
19/12/2011,28.667,-74.81,-207.37,-17.7,-181.8,-69.38104449,13.235
20/12/2011,11.244,-81.91,-282.62,-19.47,83.65,-47.68050151,359.547
21/12/2011,43.898,-7.04,284.43,27.26,-404.71,124.626745,18.9173
22/12/2011,10.713,-16.55,-21.63,-6,97.27,24.27263917,14.2461
23/12/2011,20.181,51.6,146.13,231.3,-55.71,101.7793824,6.0441
27/12/2011,11.8,68.76,63.56,4.58,0,-1.534901243,-12.4752
28/12/2011,3.019,31.88,14.36,1.07,37.23,48.50885668,6.7462
29/12/2011,31.218,-115.61,15.19,10.64,82.18,8.281966514,22.1396
30/12/2011,45.668,-16.29,0,16.65,39.86,0,0
3/1/2012,87.17,61.18,260.94,0,32.55,164.3591828,3.1272
4/1/2012,87.111,48.41,249.04,43.48,56.27,100.5567112,21.3457
5/1/2012,62.174,104.07,-43.57,-21.7,-106.3,12.59636324,24.7833
6/1/2012,-35.205,4.75,-55.24,-18,6.8,69.32068311,14.0556
9/1/2012,3.587,2.35,-66.86,21.33,-126.47,72.17539863,20.9026
10/1/2012,61.442,77.58,13.74,-56.81,8.8,252.8388492,25.2958
11/1/2012,-75.036,96.14,72.03,-7.86,-41.75,222.386943,44.1241
12/1/2012,-3.886,101.38,143.11,-39.8,-142.52,139.2120873,32.3954
13/1/2012,23.213,70.88,527.29,-13.56,-50.07,128.8262648,15.5833
17/1/2012,19.979,208.46,358.43,49.52,1.98,131.7542378,16.7966
18/1/2012,66.097,189.74,391.21,59.3,6.71,446.2311671,1.3488
19/1/2012,95.823,138.73,682.15,-87.32,9.03,482.4675545,24.9819
20/1/2012,47.816,198.15,1267.78,31.63,-23.61,315.4027283,-3.5107
23/1/2012,0,-2.55,0,-5.83,-124.82,221.7768902,0
24/1/2012,11.956,181.94,0,17.74,1.14,65.62167063,127.824
25/1/2012,-34.477,234.34,833.05,5.3,-44.49,0,0.6701
26/1/2012,-31.868,0,427.81,15.84,-140.75,480.6487979,-7.473
27/1/2012,-18.188,274.78,433.95,136.46,-74.69,123.7124993,4.978
30/1/2012,-83.957,-16.09,-81.78,5.12,-63.28,146.0139381,-9.348
31/1/2012,-11.104,129.83,130.75,-20.17,-18.89,254.4973545,-0.628
1/2/2012,0.64,422.49,368.3,6.89,21.7,175.2656421,6.419
2/2/2012,62.044,434.55,913.2,160.26,62.31,334.2896727,58.5031
3/2/2012,39.09,198.92,-116.65,94.9,20.63,227.0352518,-13.3438
6/2/2012,-52.89,226.85,140.79,71.43,-43.87,144.9524527,-22.7044
7/2/2012,-67.304,141.53,316.3,74.62,-121.75,-91.65894078,-7.5072
8/2/2012,-28.974,91.8,362.24,177.15,23.71,104.8685435,-36.629
9/2/2012,-46.461,294.27,99.16,43.41,-72.73,146.2536291,-8.0144
10/2/2012,-58.281,69.15,94.74,53.47,-0.67,-563.4339688,-4.8931
13/2/2012,6.205,131.31,148.87,-3.89,-58.8,-203.6714244,5.5185
14/2/2012,-6.754,232.44,12.3,101.04,72.7,77.83692487,5.8844
15/2/2012,-42.851,444.05,214.61,34.14,-166.63,-223.3135129,-2.7153
16/2/2012,-16.665,0,-41.72,24.07,-126.4,-241.8703458,7.2295
17/2/2012,41.008,120.82,234.7,191.79,25.27,-101.7778556,9.0866
21/2/2012,8.827,304.5,118.86,113.11,-3.42,0,35.9334
22/2/2012,-5.377,196.35,276.04,42.87,85.93,46.56279288,13.6564
23/2/2012,-13.391,76.53,-1.72,40.25,9.97,-183.6111763,10.4165
24/2/2012,-97.821,1548.59,184.98,76.59,83.39,-44.06926407,0.7495
27/2/2012,-54.233,-110.6,-35.88,20.36,33.71,-234.3154814,0.2683
28/2/2012,-40.377,174.29,-48.24,7.35,-29.61,-330.9659224,7.6303
29/2/2012,189.711,132.91,477.95,113.25,99.73,318.1204283,23.3475
1/3/2012,-1.877,56.14,0,83.39,11.85,57.99230276,16.1986
2/3/2012,64.128,121.99,347.74,101.29,97.04,82.60816611,12.2662
5/3/2012,17.328,39.52,-52.31,59.77,40.08,-103.7236439,8.1664
6/3/2012,-0.181,-34.27,-200.94,19.02,27.69,-203.4182191,6.943
7/3/2012,-32.063,-58.63,-329.33,0,-110.25,31.52250113,-2.0095
8/3/2012,14.662,0,-370.71,-54.54,-76.36,95.31705663,11.0443
9/3/2012,36.908,270.95,29.59,81.05,-48.94,285.5111461,-0.4638
12/3/2012,50.067,277.77,-147.86,14.96,43.3,161.1766002,17.1963
13/3/2012,88.176,182.05,119.13,8.67,60.47,-160.6585999,18.4863
14/3/2012,169.331,415.79,460.96,67.11,61.1,151.1635341,17.7824
15/3/2012,78.514,36.42,144.34,45.78,76.77,-8.037549297,12.4529
16/3/2012,56.716,182.59,158.47,156.64,-90.28,257.767416,15.2613
19/3/2012,45.714,37.06,30.51,106.5,-23.1,113.244872,1.2612
20/3/2012,38.107,38.92,9.27,42.81,43.95,-97.14723926,-260.159
21/3/2012,15.777,128.81,-136.57,57.21,0,-58.73193167,-3.2064
22/3/2012,28.671,0,-59.57,44.86,-16.64,-212.2496849,1.51
23/3/2012,0,64.87,46.72,14.6,15.35,-219.4008026,14.9787
26/3/2012,36.701,-18.39,-45.4,35.62,22.75,9.420066152,8.1406
27/3/2012,54.399,15.49,310.03,80.54,101.57,-220.5757776,20.3542
28/3/2012,46.251,48.9,-48.96,25.66,6.31,-379.4643249,9.025
29/3/2012,51.232,-254.07,30.59,54.76,139.39,-273.5406438,-32.0403
30/3/2012,129.771,0,32.89,40.66,112.66,-7.827423427,24.4118
2/4/2012,85.805,253.68,-12.97,2.78,61.4,532.3226476,-0.7261
3/4/2012,134.375,73.02,224.31,82.72,220.72,-142.5672492,0.3507
4/4/2012,-51.072,26.32,194.63,3.91,-43.9,-204.3395402,0.2174
5/4/2012,-17.469,0,-1.36,-2.5,-19.06,-193.3156629,0
6/4/2012,0,0,225.72,0,0,0,0
9/4/2012,-9.379,-49.29,-48.82,0,0,-132.9462672,0
10/4/2012,11.703,-202.95,-66.43,16.46,44.08,-165.4630337,2.6219
11/4/2012,-47.494,-72.06,0,-112.67,20.47,92.26666667,-7.1974
12/4/2012,-17.745,35.77,-321.03,-46.56,-19.01,178.3741173,-4.6799
13/4/2012,19.444,33.4,38.16,0,-6.25,33.5602636,9.7264
16/4/2012,-33.978,-106.79,-120.06,0,-72.45,-64.8535656,20.2208
17/4/2012,-35.505,75.8,-268.86,-40.57,19.11,10.25582656,12.6762
18/4/2012,-15.202,54.92,-116.46,33.54,-92.17,384.3058156,17.7031
19/4/2012,-12.271,-13.13,-81.38,43.29,17.55,32.24554707,-6.5038
20/4/2012,16.468,63.14,-298.37,39.39,-109.25,11.02486291,81.286
23/4/2012,-7.212,-64.85,-110.75,25.69,-108.32,555.5209162,13.3214
24/4/2012,-39.067,-158.96,3.26,-35.83,45.98,1.476274165,-4.4426
25/4/2012,-39.565,-53.43,4.14,-29.43,-170.35,-95.58179111,16.3068
26/4/2012,56.217,-37.21,184.19,-10.3,17.24,33.70541157,10.2191
27/4/2012,116.451,-62.91,302.13,30.05,0,15.34511115,-3.3882
30/4/2012,45.409,102.95,277.72,38.42,45.75,56.62384351,18.3803
1/5/2012,-0.694,0,0,0,0,0,0
2/5/2012,25.913,46.14,-113.67,20.38,151.46,-152.1111459,230.582
3/5/2012,-4.278,17.12,-122.97,-5.24,-20.2,-169.8412369,16.6131
4/5/2012,55.489,95.4,-74.46,53.62,32.58,-114.130265,18.6667
7/5/2012,-28.956,-111.15,-410.58,0,54.03,-87.80223203,26.9593
8/5/2012,-19.018,-69.88,-289.06,8.66,47.8,33.70552084,-18.0816
9/5/2012,-79.879,-66.82,-311.42,-75.83,19.89,-52.59425769,8.8789
10/5/2012,-33.607,64.19,-198.58,-156.94,-18.32,-100.9888651,10.6626
11/5/2012,-34.533,32.85,-133.05,-36.25,27.54,-328.3403383,5.4654
14/5/2012,-21.274,75.23,-143.55,12.44,43.49,42.10844283,-13.4645
15/5/2012,-61.199,-25.24,-183.65,5.65,-3.82,-150.2406739,-46.8854
16/5/2012,-77.444,-88.7,-434.31,-5.5,9.59,-236.508938,-16.6181
17/5/2012,0,7.64,-30.34,51.45,53.21,-75.64146219,-6.0623
18/5/2012,0,-37.52,-372.79,-108.76,-46.09,-146.5631377,-21.5528
21/5/2012,-151.046,-10.7,-52.99,-68.96,-100.32,-266.3943842,-39.3966
22/5/2012,-16.992,-39.68,17.52,-5.15,-62.28,209.6944851,-0.6553
23/5/2012,-21.129,-57.24,-334.96,-37.96,1.02,-29.78281761,2.09
24/5/2012,-56.171,-8.6,-204.04,-75.32,-33.43,41.09513763,-2.6607
25/5/2012,-102.5,-65.34,-111.58,-49.4,-1.51,-74.8654451,6.6616
29/5/2012,-43.504,33.66,23.46,20.35,0.18,35.56892834,1.9696
30/5/2012,12.341,15.26,-2.63,30.25,67.69,127.788792,10.4738
31/5/2012,-116.617,-112.49,9.81,4.3,452.39,69.16913947,14.9594
1/6/2012,-73.165,-24.76,-189.02,-25.1,87.33,162.2538949,-3.2058
4/6/2012,-24.545,-103.42,-251.62,0,156.55,56.94320576,-6.6751
5/6/2012,-51.655,-113.31,-279.13,-41.88,8.26,93.3101372,0.958
6/6/2012,-6.207,30.48,0,-76.15,-4.63,2.546706973,-9.9188
7/6/2012,1.952,134.32,258.64,54.4,55.09,0,-0.097
8/6/2012,14.649,50.62,5.9,6.54,-16.75,-38.0968059,0.929
11/6/2012,-24.976,38.76,194.66,-18.49,-15.52,-35.59596953,6.9021
12/6/2012,-1.071,4.25,-24.39,-40.76,13.54,112.2221682,0
13/6/2012,1.921,48.76,119.39,-1.13,22.6,-125.1320388,7.7958
14/6/2012,-13.276,16.16,69.68,-46.4,36.07,-265.1730472,122.854
15/6/2012,-4.599,70.29,-174.72,-39.34,-50.38,-94.50880626,-42.4427
18/6/2012,12.102,-106.64,332.67,-27.83,-52.13,-15.11511803,1.3641
19/6/2012,-5.138,25.37,169.95,-33,48.04,145.423762,3.6709
20/6/2012,-7.706,45.19,223.58,0.66,42.89,77.87481518,19.903
21/6/2012,2.53,-42.31,23.24,-23.34,-98.4,-83.58742633,23.7614
22/6/2012,-48.903,-20.91,-202.79,-56.31,-76.6,-67.74425847,10.1137
25/6/2012,-21.26,33.76,-438.84,-32.99,-32.75,-112.7878349,9.9269
26/6/2012,-23.114,15.1,-258.31,-28.96,-128.73,-16.58630665,13.7629
27/6/2012,42.533,46.71,-215.58,4.92,-70.58,-66.72510958,37.1827
28/6/2012,-42.362,-122.09,-59.86,64.61,-6.03,-102.5799043,9.1178
29/6/2012,64.33,0,-140.9,180.44,25.42,21.79119248,670.805
2/7/2012,20.757,697.6,34.85,54.76,-45.12,483.7727501,30.1804
3/7/2012,73.093,102.23,8.7,54.57,172.41,212.5763138,34.8259
5/7/2012,7.372,82.92,7.4,-18.91,-15.44,120.0044359,20.8049
6/7/2012,11.575,109.82,6.94,32.56,-9.61,96.70760464,8.1025
9/7/2012,-48.526,59.89,-303.77,-0.51,8.64,0,-3.7682
10/7/2012,-7.68,113.91,-100.51,77.57,64.02,-53.25446407,-7.8248
11/7/2012,27.851,45.34,-198.83,24.39,-6.46,-58.19224898,241.636
12/7/2012,-16.553,56.29,-208.64,-1.48,-21.26,-270.1104163,-5.1384
13/7/2012,-51.944,68.21,-303.19,-35.52,-79.34,-88.05802803,123.148
16/7/2012,16.744,64.79,-80.52,3.89,7.47,-441.6391029,9.4857
17/7/2012,-6.734,103.49,267.39,20.22,18.38,53.00304728,-3.8581
18/7/2012,33.883,68.12,-58.59,-13.81,-22.31,-37.10688719,90.4735
19/7/2012,42.651,38.78,75.6,-1.43,-31.01,19.84878434,-8.5269
20/7/2012,6.552,43.37,172.11,-31.7,-100.68,119.159373,-11.0389
23/7/2012,-14.396,57.71,-172.69,-38.85,-7.98,-56.89842716,-16.9939
24/7/2012,-13.78,-37.74,-26.46,-35.99,-50.71,15.29659564,-12.0369
25/7/2012,-70.01,-44.18,-80.06,-120,-15.56,-70.76078431,-22.9705
26/7/2012,-27.552,-166.3,-25.39,-2.42,-21.15,-206.6245309,-11.0166
27/7/2012,233.458,115.89,422.42,24.08,130.58,122.0882499,-9.0089
30/7/2012,77.797,217.55,432.11,39.88,68.56,156.9492861,9.4103
31/7/2012,129.009,166.29,555.13,48.22,-136.76,89.26424668,21.0218
1/8/2012,14.92,113.71,52.75,-11.04,31.41,137.5554359,7.5648
2/8/2012,16.606,32.29,177.7,0,106.48,-124.9897421,4.0876
3/8/2012,-32.407,29.89,-60.28,6.95,-36.93,-106.8404727,16.5119
6/8/2012,-8.63,102.74,142.7,26.06,0,-23.42917735,2.5351
7/8/2012,12.729,155.31,63.81,37.25,-19.61,65.80382681,0
8/8/2012,13.175,206.45,643.99,51.75,-15.42,11.68327578,-3.0862
9/8/2012,71.486,57.53,1383.28,47.83,0,93.49819119,-15.9314
10/8/2012,70.519,21.9,575.95,42.25,43.59,102.7701765,-8.4669
13/8/2012,17.106,65.24,236.87,0,-20.56,-21.65523368,-7.8818
14/8/2012,14.126,50.39,376.51,-1.51,-37.54,198.6669958,-7.0191
15/8/2012,33.203,0,0,-1.86,81.03,641.4443181,-5.0163
16/8/2012,14.056,24.1,323.96,-1.76,-46.5,83.48127257,-8.9251
17/8/2012,0,58.02,278.92,-58.97,-25.64,69.88651568,-19.9049
20/8/2012,0,0,36.02,-4.85,22.84,82.42304266,0
21/8/2012,0,38.19,222.7,-2.46,-38.26,109.5964303,0
22/8/2012,0,22.31,171.85,3.08,31.52,-117.0841787,-20.6456
23/8/2012,15.017,71.87,100.71,-33.59,-84.51,-72.89060184,-9.5064
24/8/2012,-21.352,61.23,-200.46,-57.06,38.57,-162.9448943,83.8831
27/8/2012,1.132,113.72,306.34,-5.22,7.74,-78.71660917,0
28/8/2012,2.251,30.22,-88.96,-0.52,-120.57,-140.1546745,-2.2248
29/8/2012,-29.338,74.5,-110.44,-37.43,-22.48,-91.50492539,-8.8652
30/8/2012,-65.852,449.45,-133.79,-38.37,-65.56,-75.04046806,-21.4498
31/8/2012,-93.88,-26.26,-34.76,-28.01,-20.28,95.76709706,-43.7267
4/9/2012,2.312,54.48,23.98,5.83,18.35,6.445141988,3.8765
5/9/2012,-22.225,-26.44,-48.96,6.04,-1.05,13.91570994,-4.9746
6/9/2012,-20.155,24.46,-165.65,-4.23,11.21,108.7628815,-1.5002
7/9/2012,50.494,92.84,282.21,8.92,28.26,0,19.9411
10/9/2012,29.081,131.37,183.76,27.36,112.96,280.8059097,20.6005
11/9/2012,-0.003,100.19,185.85,-35.48,-153.79,35.7705259,1.9688
12/9/2012,-0.426,104.96,65.82,3.63,38.69,58.9267858,-2.173
13/9/2012,50.176,73.51,126.25,0.6,-178.3,139.2257172,4.8056
14/9/2012,142.71,522.06,1148.45,69.76,112.23,455.6525626,22.6481
17/9/2012,63.721,428.85,463.32,17.9,97.56,218.7690187,9.6547
18/9/2012,569.716,201.06,41.54,-2.92,-77.24,-74.72053673,3.6687
19/9/2012,29.507,0,162.63,20.57,-95,-28.83408293,2.3117
20/9/2012,-19.197,-0.38,151.99,39.59,-24.45,-135.9605133,2.5572
21/9/2012,-15.545,458.57,162.07,-16.54,-21.43,167.5149479,0.7767
24/9/2012,24.537,310.02,-15.58,-8.76,0,-3080.329551,6.5709
25/9/2012,-16.55,850.98,-22.9,26.34,-46.01,-366.596207,8.3305
26/9/2012,20.109,150.33,17.97,-196.21,-63.74,-236.772544,-29.8444
27/9/2012,20.301,118.46,-120.45,-14.68,-83.26,142.6078393,-2.5812
28/9/2012,55.699,258.34,230.2,131.63,164.59,193.216766,17.1042
1/10/2012,2.377,43.89,0,27.99,-80.86,99.15683467,-14.2125
2/10/2012,1.907,0,40.1,50.79,7.81,-17.76489167,10.0617
3/10/2012,-2.93,155.39,0,35.69,-198.92,120.4140552,8.8413
4/10/2012,29.504,187.45,-55.23,-16.26,-26.22,26.9783888,10.9008
5/10/2012,66.879,776.38,-36.2,17.61,-130.4,132.382552,18.4682
9/10/2012,-9.694,124.67,-59.97,-13.87,-147.7,-230.0186879,-1.7372
10/10/2012,12.522,78.57,54.93,-291.8,-64.89,-37.65398773,-13.2946
11/10/2012,-15.892,186.07,-177.92,-31.78,40.41,-120.1767652,-7.5688
12/10/2012,28.42,85.12,-255.19,-14.85,-53.69,0,-307.571
15/10/2012,-4.808,31.42,-150.67,-62.61,-8.79,15.04980617,-12.4541
16/10/2012,38.441,-16.58,1.92,-19.62,-8.04,173.1816395,-9.9362
17/10/2012,24.008,14.39,7.42,18.53,42.63,321.423302,11.2413
18/10/2012,80.009,24.13,19.77,30.08,-185.36,-101.3897102,7.3967
19/10/2012,0.737,24.92,-79.73,34.87,70.2,-64.00710445,-1.8943
22/10/2012,73.839,61.92,-61.78,-39.6,46.82,-26.92987218,57.5812
23/10/2012,-12.939,79.59,-71.58,0,46.75,-311.1807918,7.755
24/10/2012,5.461,0,-274.62,-83.77,-14.81,-90.10463968,-7.0704
25/10/2012,13.586,0,-40.14,-92.81,25.06,23.93918452,-2.7909
26/10/2012,0,-85.77,-151.09,-37.13,-55.41,-186.0809477,0
31/10/2012,-10.42,49.88,-32.67,-10.21,148.19,-168.8370261,13.885
1/11/2012,-87.881,77.43,180.99,49.26,81.65,715.14304,0
2/11/2012,7.859,145.71,121.96,17.52,223.41,0,0
5/11/2012,-40.527,76.38,-52.45,16.58,78.7,24.43456038,17.2431
6/11/2012,-54.343,42.64,-3.02,-22.62,62.54,-4.553545088,19.4932
7/11/2012,-71.031,137.29,97.45,-17.43,134.49,-133.2798741,8.977
8/11/2012,-33.806,56.49,-120.54,-40.33,19.15,42.86282795,-2.6988
9/11/2012,-1.429,-4.28,-256.52,22.25,-46.94,0,4.4085
13/11/2012,-68.158,0,-31.59,-127.82,78.09,-111.4501965,8.4208
14/11/2012,-18.445,0,-61.16,-51.11,-45.51,-97.07553573,1.4682
15/11/2012,0,33.39,-227.62,-43.3,-114.36,0,-2.1068
16/11/2012,0,143.18,-135.11,-40.54,-27.26,-64.14892076,-11.3812
19/11/2012,-21.127,124.83,-68.6,-38.45,-75.87,9.010702922,-0.379
20/11/2012,-12.817,31.63,27.6,-38.12,28.79,0,9.0677
21/11/2012,-21.584,47.56,136.88,4.28,15.55,78.96085273,145.846
23/11/2012,29.963,90.51,133.7,-13.36,-30.57,-57.0755886,0.3901
26/11/2012,6.799,37.35,31.02,-25.19,-11.71,-7.244033872,4.1614
27/11/2012,-26.077,209.8,-57.88,-37.85,-24.19,-65.96751651,0.9921
28/11/2012,-21.045,0,-240.66,2.74,-31.2,3.514276149,-6.3825
29/11/2012,-8.858,360.27,33.02,9.55,-9.88,91.64093768,-16.6177
30/11/2012,55.666,304.49,91.11,125.39,24.38,647.3978454,0
3/12/2012,43.735,144.77,236.94,63.92,35.41,-202.8336017,2.6996
4/12/2012,-55.748,109.2,116.07,22.43,5.47,-1.295909652,11.7797
5/12/2012,-57.639,175.41,114.44,0,75.07,105.1703654,81.955
6/12/2012,-17.788,392.87,156.15,58.07,116.27,-126.1968992,7.1498
7/12/2012,-47.934,110.35,201.13,-3.36,-3.95,-1.527811163,6.5475
10/12/2012,-24.69,144.58,258.55,0,88.19,58.84125535,0.1023
11/12/2012,-12.465,259.58,184.42,67.78,1.55,221.3799421,7.0869
12/12/2012,12.105,556.35,208.68,143.32,105.29,39.73939802,-6.5221
13/12/2012,67.321,243.01,507.2,31.57,152.17,140.6246385,-2.7079
14/12/2012,-1.463,115.13,65.92,27.15,-26.54,199.5767145,145.755
17/12/2012,6.89,173.68,132.22,42.14,0,403.3035073,6.2078
18/12/2012,8.013,249.67,204.08,64.12,150.39,44.5069885,1.1344
19/12/2012,29.093,286.32,0,56.67,25.9,233.1922263,1.0213
20/12/2012,14.643,107.62,284.01,53.85,-42.53,134.6523131,48.4246
21/12/2012,-5.51,176.72,371.59,6.54,4.08,94.42613472,8.1201
24/12/2012,0,719.49,226.05,0.81,-59.4,0,0
26/12/2012,-2.373,162.16,204.18,-5.52,0,13.04677623,2.7003
27/12/2012,10.871,-4.53,-134.96,83.05,-29.67,22.75,3.9841
28/12/2012,45.52,164.91,-37.96,51.65,72.66,155.3582616,58.0407
31/12/2012,0,159.09,0,0,-58.94,0,0
2/1/2013,8.573,255.88,147.8,24.34,25.91,205.6589261,4.8939
3/1/2013,69.429,264.54,89.53,11.22,124.88,249.3358096,19.789
4/1/2013,51.401,228.18,80.75,92.39,183.91,155.6101263,30.509
7/1/2013,85.372,180.53,-32.25,79.96,16.38,223.085824,42.1721
8/1/2013,33.657,162.33,51.8,65.03,-14.39,154.408125,13.67
9/1/2013,13,158.1,12.03,53.46,-23.44,156.0958166,11.0724
10/1/2013,-23.858,51.56,2.86,-153.05,-94.53,29.40014738,316.054
11/1/2013,-26.952,142.2,-12.31,-1.99,77.23,294.2187039,15.162
14/1/2013,47.933,185.41,-91.61,65.95,-5.13,34.65938714,-22.6646
15/1/2013,35.999,196.59,-217.34,16.8,-179.49,25.67767905,4.389
16/1/2013,48.799,201.62,-64.1,20.21,-125.85,94.50455748,-6.6017
17/1/2013,9.803,113.71,-134.75,22.07,-112.11,16.73951392,1.0618
18/1/2013,58.75,221.18,42.14,49.88,-4.7,37.33242,25.5847
22/1/2013,-6.182,191.94,-197.13,26.16,-54.86,26.38069181,-6.677
23/1/2013,5.154,151.52,19.85,49.96,6.18,115.7844147,97.9362
24/1/2013,0,314.73,-186.51,1.99,46.62,166.762696,3.6729
25/1/2013,85.246,0,-453.52,52.26,9.75,0,-2.6092
28/1/2013,-6.749,150.34,-453.6,-25.98,55.57,114.5291037,17.6289
29/1/2013,20.363,187.37,-15.1,1.25,67.89,79.81716811,31.9191
30/1/2013,43.198,233.21,-88.86,-46.98,71.29,102.2284767,18.3694
31/1/2013,47.108,195.57,-54.1,57.85,36.54,41.89738431,47.0548
1/2/2013,75.74,481.06,-29.62,32.5,115.2,202.5554435,23.3368
4/2/2013,47.77,167.65,47.62,29.06,81.6,234.5369532,48.802
5/2/2013,81.809,941.65,10.12,-102.57,94.39,-10.23845457,31.5104
6/2/2013,46.963,252.93,-39.84,-77.11,13.69,49.43866003,11.6521
7/2/2013,213.927,1195.62,94.38,-102.19,24.54,-258.4731628,3.4043
8/2/2013,-96.906,285.17,72.48,-86.24,96.29,-138.3466612,16.9531
11/2/2013,16.364,183.52,0,-31.07,30.96,0,-1.0506
12/2/2013,53.579,0.31,115.34,-62.7,123.81,0,4.6756
13/2/2013,48.738,151.05,137.62,27.6,-21.04,-63.40875578,20.7093
14/2/2013,36.973,96.49,111.96,-2.38,144.02,-24.05736663,3.7662
15/2/2013,40.615,68.08,11.16,-63.46,-111.85,-51.49155483,3.1219
19/2/2013,74.506,-0.4,76.01,3.3,-15.85,87.60130652,17.6825
20/2/2013,28.098,84.11,551.1,-11.94,216.54,42.31614453,7.5271
21/2/2013,78.472,211.99,274.12,24,-95.16,99.71496678,-4.2518
22/2/2013,108.814,38.99,64.81,-194.39,57.92,53.29611207,-0.8989
25/2/2013,43.052,49.21,41.75,0,9.73,232.9304122,4.8315
