,period,variable,value
698,2013-06-06,Short Term,8.855572352
699,2013-06-07,Short Term,8.536819143
700,2013-06-10,Short Term,8.023840944
701,2013-06-11,Short Term,7.388939684
702,2013-06-12,Short Term,8.419892166
703,2013-06-13,Short Term,8.439020467
704,2013-06-14,Short Term,8.064239702
705,2013-06-17,Short Term,8.213255259
706,2013-06-18,Short Term,8.622103847
707,2013-06-19,Short Term,8.506889564
708,2013-06-20,Short Term,8.88233896
709,2013-06-21,Short Term,8.819956723
710,2013-06-24,Short Term,8.407387731
711,2013-06-25,Short Term,7.62296035
712,2013-06-26,Short Term,8.168486916
713,2013-06-27,Short Term,8.515343058
714,2013-06-28,Short Term,8.434401594
715,2013-07-01,Short Term,8.374008218
716,2013-07-02,Short Term,8.46667068
717,2013-07-03,Short Term,8.430178428
718,2013-07-05,Short Term,8.527539529
719,2013-07-08,Short Term,8.718422216
720,2013-07-09,Short Term,8.749411941
721,2013-07-10,Short Term,8.62274143
722,2013-07-11,Short Term,8.805387333
723,2013-07-12,Short Term,8.633062448
724,2013-07-15,Short Term,8.652735311
725,2013-07-16,Short Term,8.551101181
726,2013-07-17,Short Term,8.386717885
727,2013-07-18,Short Term,8.579087987
728,2013-07-19,Short Term,8.670068378
729,2013-07-22,Short Term,8.499103643
730,2013-07-23,Short Term,8.262944334
731,2013-07-24,Short Term,8.708376117
732,2013-07-25,Short Term,9.466439654
733,2013-07-26,Short Term,9.420512494
734,2013-07-29,Short Term,8.96666957
735,2013-07-30,Short Term,8.931502599
736,2013-07-31,Short Term,8.645313225
737,2013-08-01,Short Term,8.568976845
738,2013-08-02,Short Term,9.315480707
739,2013-08-05,Short Term,9.071996835
740,2013-08-06,Short Term,9.144303137
741,2013-08-07,Short Term,9.064031252
742,2013-08-08,Short Term,8.958112347
743,2013-08-09,Short Term,9.304255598
744,2013-08-12,Short Term,10.01971515
745,2013-08-13,Short Term,10.62789617
746,2013-08-14,Short Term,11.08146875
747,2013-08-15,Short Term,10.56391687
748,2013-08-16,Short Term,10.50497246
749,2013-08-19,Short Term,10.67049573
750,2013-08-20,Short Term,10.51809281
751,2013-08-21,Short Term,10.58045731
752,2013-08-22,Short Term,10.62141586
753,2013-08-23,Short Term,10.6486053
754,2013-08-26,Short Term,10.53700112
755,2013-08-27,Short Term,9.665382003
756,2013-08-28,Short Term,9.575624549
757,2013-08-29,Short Term,9.556438795
758,2013-08-30,Short Term,9.234939878
759,2013-09-03,Short Term,8.927568695
760,2013-09-04,Short Term,9.114522817
761,2013-09-05,Short Term,9.195049712
762,2013-09-06,Short Term,9.012189866
763,2013-09-09,Short Term,9.131471652
764,2013-09-10,Short Term,9.170847686
765,2013-09-11,Short Term,9.312460119
766,2013-09-12,Short Term,9.102031192
767,2013-09-13,Short Term,8.95818217
768,2013-09-16,Short Term,9.199583672
769,2013-09-17,Short Term,9.051647589
770,2013-09-18,Short Term,9.749162026
771,2013-09-19,Short Term,9.909727636
772,2013-09-20,Short Term,9.505481217
773,2013-09-23,Short Term,9.824015699
774,2013-09-24,Short Term,9.252919725
775,2013-09-25,Short Term,8.881640154
776,2013-09-26,Short Term,8.914256661
777,2013-09-27,Short Term,9.378745553
778,2013-09-30,Short Term,9.248210502
779,2013-10-01,Short Term,9.420036053
780,2013-10-02,Short Term,9.711074993
781,2013-10-03,Short Term,9.250147528
782,2013-10-04,Short Term,9.431853272
783,2013-10-07,Short Term,9.971171345
784,2013-10-08,Short Term,10.22435854
785,2013-10-09,Short Term,9.597587261
786,2013-10-10,Short Term,9.72034096
787,2013-10-11,Short Term,9.737468475
788,2013-10-15,Short Term,9.433805878
789,2013-10-16,Short Term,9.437917163
790,2013-10-17,Short Term,9.639380558
791,2013-10-18,Short Term,9.269807903
792,2013-10-21,Short Term,9.685705999
793,2013-10-22,Short Term,9.475246649
794,2013-10-23,Short Term,9.50222192
795,2013-10-24,Short Term,9.660581969
796,2013-10-25,Short Term,9.107773322
797,2013-10-28,Short Term,8.953871934
798,2013-10-29,Short Term,8.79180006
799,2013-10-30,Short Term,9.304613954
800,2013-10-31,Short Term,9.314218004
801,2013-11-01,Short Term,9.277267973
802,2013-11-04,Short Term,9.699783244
803,2013-11-05,Short Term,9.87230889
804,2013-11-06,Short Term,10.03300972
805,2013-11-07,Short Term,10.4926506
806,2013-11-08,Short Term,10.02657799
807,2013-11-12,Short Term,10.10870442
808,2013-11-13,Short Term,10.08652638
809,2013-11-14,Short Term,9.665002736
810,2013-11-15,Short Term,9.913684051
811,2013-11-18,Short Term,10.08400708
812,2013-11-19,Short Term,10.28052471
813,2013-11-20,Short Term,10.4063889
814,2013-11-21,Short Term,10.23268127
815,2013-11-22,Short Term,10.09281597
816,2013-11-25,Short Term,10.61292848
817,2013-11-26,Short Term,10.98510105
818,2013-11-27,Short Term,10.91182794
819,2013-11-29,Short Term,11.03281189
820,2013-12-02,Short Term,10.75287803
821,2013-12-03,Short Term,10.44612715
822,2013-12-04,Short Term,10.66894612
823,2013-12-05,Short Term,10.64281554
824,2013-12-06,Short Term,10.4703947
825,2013-12-09,Short Term,10.56477275
826,2013-12-11,Short Term,10.88112588
827,2013-12-12,Short Term,10.6214868
828,2013-12-13,Short Term,10.4482475
829,2013-12-16,Short Term,9.825816097
830,2013-12-17,Short Term,10.16192281
831,2013-12-18,Short Term,10.27290354
832,2013-12-19,Short Term,11.16039482
833,2013-12-20,Short Term,11.30264008
834,2013-12-23,Short Term,10.07285539
835,2013-12-24,Short Term,10.072274
836,2013-12-26,Short Term,9.891951892
837,2013-12-27,Short Term,10.11021433
838,2013-12-30,Short Term,10.25163563
839,2013-12-31,Short Term,10.37946442
840,2014-01-02,Short Term,10.45798326
841,2014-01-03,Short Term,10.68762144
842,2014-01-06,Short Term,10.37543502
843,2014-01-07,Short Term,10.36664889
844,2014-01-08,Short Term,11.60409188
845,2014-01-09,Short Term,12.06772218
846,2014-01-10,Short Term,11.84519948
847,2014-01-13,Short Term,11.19393595
848,2014-01-14,Short Term,12.02391569
849,2014-01-15,Short Term,12.29029053
850,2014-01-16,Short Term,12.27556601
851,2014-01-17,Short Term,11.39942867
852,2014-01-21,Short Term,11.54368618
853,2014-01-22,Short Term,12.75413428
854,2014-01-23,Short Term,12.42641387
855,2014-01-24,Short Term,11.61991926
856,2014-01-27,Short Term,14.29031198
857,2014-01-28,Short Term,12.46134092
858,2014-01-29,Short Term,11.81234327
859,2014-01-30,Short Term,11.73713206
860,2014-01-31,Short Term,11.64110153
861,2014-02-03,Short Term,11.76625165
862,2014-02-04,Short Term,12.07881027
863,2014-02-05,Short Term,12.35014766
864,2014-02-06,Short Term,12.5879462
865,2014-02-07,Short Term,12.46968738
866,2014-02-10,Short Term,12.77622245
867,2014-02-11,Short Term,12.27744564
868,2014-02-12,Short Term,12.78220839
869,2014-02-14,Short Term,13.46499297
870,2014-02-18,Short Term,10.80632977
871,2014-02-19,Short Term,10.96121029
872,2014-02-20,Short Term,10.98663933
873,2014-02-24,Short Term,11.6079715
874,2014-02-25,Short Term,11.81032932
875,2014-02-26,Short Term,12.15854334
876,2014-02-27,Short Term,10.97082201
877,2014-02-28,Short Term,11.30399305
878,2014-03-04,Short Term,11.20191074
879,2014-03-05,Short Term,11.12055952
880,2014-03-06,Short Term,11.38943522
881,2014-03-07,Short Term,12.17026123
882,2014-03-10,Short Term,12.46883175
883,2014-03-11,Short Term,13.05327133
884,2014-03-12,Short Term,13.45265493
885,2014-03-13,Short Term,13.95592553
886,2014-03-14,Short Term,13.90246879
887,2014-03-18,Short Term,14.10944338
888,2014-03-19,Short Term,13.66053704
889,2014-03-20,Short Term,13.80271241
890,2014-03-21,Short Term,13.9313484
891,2014-03-24,Short Term,13.4677599
892,2014-03-25,Short Term,13.6494399
893,2014-03-26,Short Term,13.41459586
894,2014-03-27,Short Term,12.5857498
895,2014-03-28,Short Term,12.82293967
896,2014-03-31,Short Term,13.40165289
897,2014-04-01,Short Term,13.5932956
898,2014-04-02,Short Term,13.31204721
899,2014-04-03,Short Term,12.55036128
900,2014-04-04,Short Term,12.39129524
901,2014-04-07,Short Term,12.48837859
902,2014-04-08,Short Term,12.81004476
903,2014-04-09,Short Term,12.84886899
904,2014-04-10,Short Term,12.94712158
905,2014-04-11,Short Term,13.05305824
906,2014-04-14,Short Term,13.05015501
907,2014-04-15,Short Term,13.0915076
908,2014-04-16,Short Term,13.07557298
909,2014-04-17,Short Term,13.24622409
910,2014-04-18,Short Term,13.09304339
911,2014-04-21,Short Term,13.00183056
912,2014-04-22,Short Term,12.82807198
913,2014-04-23,Short Term,13.37084197
914,2014-04-24,Short Term,13.55386681
915,2014-04-25,Short Term,13.678494
916,2014-04-28,Short Term,13.53517744
917,2014-04-29,Short Term,13.44185929
918,2014-04-30,Short Term,12.84187673
919,2014-05-01,Short Term,12.69809862
920,2014-05-02,Short Term,12.98127373
921,2014-05-05,Short Term,13.10017942
922,2014-05-06,Short Term,13.41814434
923,2014-05-07,Short Term,13.65794192
924,2014-05-08,Short Term,13.20033239
925,2014-05-09,Short Term,13.0454215
926,2014-05-12,Short Term,13.8266465
927,2014-05-13,Short Term,14.0448347
928,2014-05-14,Short Term,14.40411829
929,2014-05-15,Short Term,13.84424705
930,2014-05-16,Short Term,13.31407845
931,2014-05-19,Short Term,13.46764794
932,2014-05-20,Short Term,12.77937006
933,2014-05-21,Short Term,12.61755059
934,2014-05-22,Short Term,11.9832193
935,2014-05-23,Short Term,12.24600691
936,2014-05-27,Short Term,12.0892266
937,2014-05-28,Short Term,12.1808791
938,2014-05-29,Short Term,12.09247109
939,2014-05-30,Short Term,11.90113171
940,2014-06-02,Short Term,11.87888975
941,2014-06-03,Short Term,12.03352957
942,2014-06-04,Short Term,12.80006159
943,2014-06-05,Short Term,12.15200674
944,2014-06-06,Short Term,11.21399451
945,2014-06-09,Short Term,11.09480228
946,2014-06-10,Short Term,11.44336743
947,2014-06-11,Short Term,11.20122723
948,2014-06-12,Short Term,11.67588374
949,2014-06-13,Short Term,10.91558165
950,2014-06-16,Short Term,10.57391495
951,2014-06-17,Short Term,10.71596485
952,2014-06-18,Short Term,10.50872389
953,2014-06-19,Short Term,10.40756529
954,2014-06-20,Short Term,9.196602811
955,2014-06-23,Short Term,9.014005733
956,2014-06-24,Short Term,8.669635687
957,2014-06-25,Short Term,8.941342008
958,2014-06-26,Short Term,9.353252042
959,2014-06-27,Short Term,9.044299189
960,2014-06-30,Short Term,8.896979062
961,2014-07-01,Short Term,8.987696269
962,2014-07-02,Short Term,7.870565391
963,2014-07-03,Short Term,8.181775854
964,2014-07-07,Short Term,8.540685374
965,2014-07-08,Short Term,8.425493003
966,2014-07-09,Short Term,8.427913125
967,2014-07-10,Short Term,8.633893478
968,2014-07-11,Short Term,8.50886504
969,2014-07-14,Short Term,8.125420044
970,2014-07-15,Short Term,8.2289547
971,2014-07-16,Short Term,8.051682929
972,2014-07-17,Short Term,8.016801333
973,2014-07-18,Short Term,7.744476275
974,2014-07-21,Short Term,7.741668328
975,2014-07-22,Short Term,7.611489371
976,2014-07-23,Short Term,7.509182685
977,2014-07-24,Short Term,8.289833877
978,2014-07-25,Short Term,8.181971423
979,2014-07-28,Short Term,8.449206964
980,2014-07-29,Short Term,7.914705029
981,2014-07-30,Short Term,8.165935839
982,2014-07-31,Short Term,8.37586189
983,2014-08-01,Short Term,8.812763013
984,2014-08-04,Short Term,9.051996526
985,2014-08-05,Short Term,8.834512027
986,2014-08-06,Short Term,8.889211983
987,2014-08-07,Short Term,8.794175607
988,2014-08-08,Short Term,9.391446228
989,2014-08-11,Short Term,9.460663554
990,2014-08-12,Short Term,9.373252294
991,2014-08-13,Short Term,9.199008002
992,2014-08-14,Short Term,9.371644705
993,2014-08-15,Short Term,8.348775844
994,2014-08-18,Short Term,8.46329328
995,2014-08-19,Short Term,8.306061525
996,2014-08-20,Short Term,10.91865995
997,2014-08-21,Short Term,12.1658115
998,2014-08-22,Short Term,12.06939907
999,2014-08-25,Short Term,11.79813646
1000,2014-08-26,Short Term,11.8651115
1001,2014-08-27,Short Term,11.66639699
1002,2014-08-28,Short Term,11.59698804
1003,2014-08-29,Short Term,11.37578125
1004,2014-09-02,Short Term,11.28983801
1005,2014-09-03,Short Term,11.31928531
1006,2014-09-04,Short Term,11.74947226
1007,2014-09-05,Short Term,12.04007834
1008,2014-09-08,Short Term,11.95334509
1009,2014-09-09,Short Term,11.75612464
1010,2014-09-10,Short Term,11.20780939
1011,2014-09-11,Short Term,10.59010363
1012,2014-09-12,Short Term,10.30782537
1013,2014-09-15,Short Term,10.26447731
1014,2014-09-16,Short Term,10.57271179
1015,2014-09-17,Short Term,10.97420169
1016,2014-09-18,Short Term,11.70051575
1017,2014-09-19,Short Term,11.78706535
1018,2014-09-22,Short Term,11.69085339
1019,2014-09-23,Short Term,11.59667373
1020,2014-09-24,Short Term,11.63172641
1021,2014-09-25,Short Term,11.6566638
1022,2014-09-26,Short Term,11.73578057
1023,2014-09-29,Short Term,11.01110322
1024,2014-09-30,Short Term,11.23746456
1025,2014-10-01,Short Term,11.62268642
1026,2014-10-02,Short Term,11.59433932
1027,2014-10-03,Short Term,12.00667711
1028,2014-10-06,Short Term,12.22519896
1029,2014-10-07,Short Term,11.8856188
1030,2014-10-08,Short Term,11.76492094
1031,2014-10-09,Short Term,12.12916241
1032,2014-10-10,Short Term,12.06525724
1033,2014-10-14,Short Term,11.97983613
1034,2014-10-15,Short Term,12.52285903
1035,2014-10-16,Short Term,12.92829385
1036,2014-10-17,Short Term,12.15503646
1037,2014-10-20,Short Term,12.26839442
1038,2014-10-21,Short Term,12.4410398
1039,2014-10-22,Short Term,12.43551673
1040,2014-10-23,Short Term,11.86619925
1041,2014-10-24,Short Term,12.2370649
1042,2014-10-27,Short Term,12.72220521
1043,2014-10-28,Short Term,12.38169423
1044,2014-10-29,Short Term,12.55384871
1045,2014-10-30,Short Term,12.77268453
1046,2014-10-31,Short Term,13.00034025
1047,2014-11-03,Short Term,13.58099703
1048,2014-11-04,Short Term,13.74350834
1049,2014-11-05,Short Term,13.61489295
1050,2014-11-06,Short Term,13.3798964
1051,2014-11-07,Short Term,13.44028984
1052,2014-11-10,Short Term,13.95902708
1053,2014-11-12,Short Term,13.39344494
1054,2014-11-13,Short Term,12.14250395
1055,2014-11-14,Short Term,11.95981609
1056,2014-11-17,Short Term,12.00540283
1057,2014-11-18,Short Term,11.94879507
1058,2014-11-19,Short Term,11.78250011
1059,2014-11-20,Short Term,11.58524685
1060,2014-11-21,Short Term,11.54494722
1061,2014-11-24,Short Term,11.27770256
1062,2014-11-25,Short Term,11.3826073
1063,2014-11-26,Short Term,10.82073763
1064,2014-11-28,Short Term,11.07457322
1065,2014-12-01,Short Term,10.93365887
1066,2014-12-02,Short Term,11.31516537
1067,2014-12-03,Short Term,11.44851872
1068,2014-12-04,Short Term,10.48441251
1069,2014-12-05,Short Term,10.42757539
1070,2014-12-08,Short Term,10.58913516
1071,2014-12-09,Short Term,10.74130724
1072,2014-12-10,Short Term,10.87193853
1073,2014-12-11,Short Term,11.04218503
1074,2014-12-12,Short Term,11.23385178
1075,2014-12-15,Short Term,11.34945393
1076,2014-12-16,Short Term,11.74972275
1077,2014-12-17,Short Term,11.49004276
1078,2014-12-18,Short Term,11.44986969
1079,2014-12-19,Short Term,11.13180146
1080,2014-12-22,Short Term,11.07630671
1081,2014-12-23,Short Term,10.95549604
1082,2014-12-24,Short Term,11.40729059
1083,2014-12-29,Short Term,11.41135969
1084,2014-12-30,Short Term,11.81236395
1085,2014-12-31,Short Term,12.63447955
1086,2015-01-02,Short Term,12.70827876
1087,2015-01-05,Short Term,12.83811704
1088,2015-01-06,Short Term,12.92052128
1089,2015-01-07,Short Term,12.85480757
1090,2015-01-08,Short Term,13.08990437
1091,2015-01-09,Short Term,13.22900822
1092,2015-01-12,Short Term,13.18384951
1093,2015-01-13,Short Term,13.0377915
1094,2015-01-14,Short Term,7.712098212
1095,2015-01-15,Short Term,6.166229145
1096,2015-01-16,Short Term,5.644512251
1097,2015-01-20,Short Term,5.824301985
1098,2015-01-21,Short Term,6.130040488
1099,2015-01-22,Short Term,6.002125516
1100,2015-01-23,Short Term,6.127919718
1101,2015-01-26,Short Term,6.242510381
1102,2015-01-27,Short Term,6.334448104
1103,2015-01-28,Short Term,6.563215966
1104,2015-01-29,Short Term,7.089842439
1105,2015-01-30,Short Term,7.370150956
1106,2015-02-02,Short Term,7.701789111
1107,2015-02-03,Short Term,7.926195634
1108,2015-02-04,Short Term,8.193909654
1109,2015-02-05,Short Term,8.108330419
1110,2015-02-06,Short Term,8.377515993
1111,2015-02-09,Short Term,8.782709377
1112,2015-02-10,Short Term,8.795481795
1113,2015-02-11,Short Term,8.44032967
1114,2015-02-12,Short Term,8.845207242
1115,2015-02-13,Short Term,8.946964367
1116,2015-02-18,Short Term,8.803145491
1117,2015-02-19,Short Term,9.37683416
1118,2015-02-20,Short Term,9.250330167
1119,2015-02-23,Short Term,9.271401276
1120,2015-02-24,Short Term,9.158066793
1121,2015-02-25,Short Term,10.10536668
1122,2015-02-26,Short Term,9.962188234
1123,2015-02-27,Short Term,9.242735917
1124,2015-03-02,Short Term,9.129664488
1125,2015-03-03,Short Term,9.375676954
1126,2015-03-04,Short Term,9.572583259
1127,2015-03-06,Short Term,9.656875151
1128,2015-03-09,Short Term,9.604430352
1129,2015-03-10,Short Term,9.269133177
1130,2015-03-11,Short Term,9.743005337
1131,2015-03-12,Short Term,9.651345691
1132,2015-03-13,Short Term,9.302256519
1133,2015-03-16,Short Term,8.723856009
1134,2015-03-17,Short Term,9.739531349
1135,2015-03-18,Short Term,9.831492756
1136,2015-03-19,Short Term,9.792324005
1137,2015-03-20,Short Term,8.808189052
1138,2015-03-23,Short Term,8.824464496
1139,2015-03-24,Short Term,8.808074471
1140,2015-03-25,Short Term,8.758944864
1141,2015-03-26,Short Term,9.051207466
1142,2015-03-27,Short Term,8.868158643
1143,2015-03-30,Short Term,9.07364497
1144,2015-03-31,Short Term,9.366586629
1145,2015-04-01,Short Term,9.142214215
1146,2015-04-02,Short Term,9.581192589
1147,2015-04-03,Short Term,9.680096402
1148,2015-04-06,Short Term,9.663898405
1149,2015-04-07,Short Term,9.567173832
1150,2015-04-08,Short Term,9.862943142
1151,2015-04-09,Short Term,10.18165832
1152,2015-04-10,Short Term,9.964354546
1153,2015-04-13,Short Term,9.058120769
1154,2015-04-14,Short Term,9.291234615
1155,2015-04-15,Short Term,9.193471822
1156,2015-04-16,Short Term,9.10125405
1157,2015-04-17,Short Term,9.334921231
1158,2015-04-20,Short Term,9.387081947
1159,2015-04-21,Short Term,9.90756828
1160,2015-04-22,Short Term,9.178987981
1161,2015-04-23,Short Term,9.369246781
1162,2015-04-24,Short Term,9.534598089
1163,2015-04-27,Short Term,10.2884239
1164,2015-04-28,Short Term,9.952330303
1165,2015-04-29,Short Term,10.9702525
1166,2015-04-30,Short Term,11.38607014
1167,2015-05-01,Short Term,11.0882813
1168,2015-05-04,Short Term,10.6042998
1169,2015-05-05,Short Term,10.71145089
1170,2015-05-06,Short Term,10.35556993
1171,2015-05-07,Short Term,9.898956593
1172,2015-05-08,Short Term,10.24077864
1173,2015-05-11,Short Term,9.885703994
1174,2015-05-12,Short Term,10.03684095
1175,2015-05-13,Short Term,10.03720412
1176,2015-05-14,Short Term,10.13037136
1177,2015-05-15,Short Term,10.0041469
1178,2015-05-18,Short Term,10.04126624
1179,2015-05-19,Short Term,10.03230575
1180,2015-05-20,Short Term,9.979475831
1181,2015-05-21,Short Term,10.19865649
1182,2015-05-22,Short Term,9.908254223
1183,2015-05-26,Short Term,10.02951927
1184,2015-05-27,Short Term,9.985456176
1185,2015-05-28,Short Term,10.44090941
1186,2015-05-29,Short Term,10.79256228
